timestamp(ms),X,Y,Z,class
129973,-2.43,-1.41,-9.96,0
129985,-2.51,-1.41,-9.92,0
129997,-2.47,-1.41,-9.92,0
130009,-2.43,-1.41,-9.96,0
130021,-2.43,-1.41,-9.96,0
130033,-2.43,-1.37,-9.96,0
130045,-2.47,-1.41,-9.96,0
130057,-2.43,-1.41,-9.96,0
130069,-2.43,-1.37,-9.92,0
130081,-2.39,-1.37,-9.96,0
130093,-2.43,-1.41,-9.96,0
130105,-2.47,-1.37,-9.92,0
130117,-2.43,-1.45,-9.96,0
130129,-2.43,-1.41,-9.89,0
130141,-2.39,-1.45,-9.96,0
130153,-2.43,-1.41,-10.0,0
130165,-2.35,-1.45,-9.96,0
130177,-2.47,-1.41,-9.96,0
130189,-2.43,-1.45,-9.92,0
130201,-2.39,-1.41,-10.0,0
130213,-2.43,-1.45,-9.92,0
130225,-2.39,-1.37,-9.96,0
130237,-2.47,-1.45,-9.96,0
130249,-2.43,-1.37,-10.0,0
130261,-2.39,-1.41,-9.96,0
130273,-2.43,-1.41,-9.92,0
130285,-2.47,-1.41,-9.92,0
130297,-2.35,-1.41,-9.96,0
130309,-2.39,-1.37,-9.96,0
130321,-2.47,-1.41,-9.92,0
130333,-2.43,-1.41,-9.96,0
130345,-2.39,-1.45,-9.92,0
130357,-2.43,-1.41,-9.96,0
130369,-2.43,-1.45,-9.96,0
130381,-2.47,-1.45,-9.96,0
130393,-2.39,-1.45,-9.96,0
130405,-2.43,-1.37,-9.96,0
130417,-2.43,-1.37,-9.96,0
130429,-2.43,-1.37,-9.96,0
130441,-2.43,-1.45,-9.89,0
130453,-2.35,-1.45,-9.96,0
130465,-2.39,-1.41,-10.0,0
130477,-2.43,-1.41,-9.96,0
130489,-2.43,-1.41,-9.92,0
130501,-2.39,-1.41,-9.96,0
130513,-2.39,-1.37,-10.0,0
130525,-2.39,-1.41,-9.96,0
130537,-2.43,-1.45,-9.96,0
130549,-2.47,-1.45,-9.96,0
130561,-2.43,-1.45,-9.96,0
130573,-2.35,-1.41,-9.92,0
130585,-2.43,-1.41,-9.92,0
130597,-2.43,-1.41,-9.96,0
130609,-2.43,-1.41,-9.96,0
130621,-2.43,-1.41,-9.96,0
130633,-2.39,-1.45,-10.0,0
130645,-2.43,-1.45,-10.0,0
130657,-2.43,-1.37,-9.92,0
130669,-2.43,-1.41,-9.96,0
130681,-2.47,-1.41,-9.92,0
130693,-2.43,-1.41,-9.92,0
130705,-2.39,-1.37,-9.96,0
130717,-2.39,-1.41,-9.92,0
130729,-2.43,-1.41,-9.96,0
130741,-2.39,-1.41,-9.96,0
130753,-2.43,-1.41,-10.0,0
130765,-2.47,-1.41,-9.96,0
130777,-2.47,-1.37,-9.92,0
130789,-2.39,-1.37,-10.0,0
130801,-2.35,-1.41,-10.0,0
130813,-2.43,-1.41,-9.96,0
130825,-2.47,-1.37,-9.92,0
130837,-2.43,-1.41,-9.96,0
130849,-2.43,-1.41,-9.96,0
130861,-2.39,-1.41,-9.96,0
130873,-2.43,-1.41,-9.92,0
130885,-2.43,-1.41,-9.96,0
130897,-2.43,-1.41,-9.96,0
130909,-2.39,-1.41,-9.92,0
130921,-2.43,-1.37,-9.96,0
130933,-2.43,-1.45,-9.96,0
130945,-2.39,-1.37,-9.96,0
130957,-2.43,-1.41,-9.96,0
130969,-2.39,-1.45,-9.92,0
130981,-2.43,-1.41,-9.96,0
130993,-2.43,-1.45,-9.96,0
131005,-2.47,-1.37,-9.96,0
131017,-2.43,-1.45,-9.96,0
131029,-2.35,-1.45,-9.96,0
131041,-2.43,-1.41,-9.92,0
131053,-2.47,-1.45,-9.92,0
131065,-2.39,-1.41,-9.92,0
131077,-2.43,-1.41,-9.96,0
131089,-2.47,-1.41,-9.96,0
131101,-2.47,-1.41,-9.96,0
131113,-2.43,-1.37,-9.96,0
131125,-2.39,-1.49,-9.92,0
131137,-2.47,-1.41,-9.92,0
131149,-2.43,-1.41,-9.92,0
131161,-2.43,-1.41,-9.96,0
131173,-2.43,-1.45,-9.96,0
131185,-2.43,-1.41,-9.92,0
131197,-2.39,-1.41,-9.96,0
131209,-2.43,-1.41,-9.96,0
131221,-2.39,-1.45,-9.96,0
131233,-2.43,-1.45,-9.92,0
131245,-2.35,-1.37,-9.96,0
131257,-2.43,-1.37,-10.0,0
131269,-2.43,-1.41,-9.96,0
131281,-2.43,-1.41,-9.96,0
131293,-2.43,-1.41,-9.92,0
131305,-2.43,-1.41,-9.92,0
131317,-2.47,-1.37,-9.96,0
131329,-2.43,-1.37,-9.96,0
131341,-2.39,-1.41,-9.92,0
131353,-2.47,-1.41,-9.96,0
131365,-2.39,-1.41,-9.96,0
131377,-2.43,-1.41,-9.96,0
131389,-2.43,-1.37,-9.96,0
131401,-2.39,-1.45,-9.96,0
131413,-2.39,-1.37,-10.0,0
131425,-2.39,-1.45,-9.92,0
131437,-2.43,-1.45,-9.96,0
131449,-2.43,-1.41,-10.0,0
131461,-2.43,-1.37,-9.96,0
131473,-2.39,-1.37,-9.96,0
131485,-2.43,-1.45,-9.96,0
131497,-2.43,-1.37,-9.92,0
131509,-2.43,-1.45,-9.96,0
131521,-2.39,-1.41,-9.92,0
131533,-2.47,-1.41,-9.96,0
131545,-2.43,-1.41,-9.96,0
131557,-2.43,-1.41,-9.92,0
131569,-2.39,-1.41,-9.92,0
131581,-2.43,-1.45,-9.92,0
131593,-2.43,-1.45,-9.92,0
131605,-2.43,-1.37,-9.96,0
131617,-2.39,-1.37,-9.92,0
131629,-2.43,-1.37,-9.92,0
131641,-2.43,-1.41,-9.92,0
131653,-2.39,-1.41,-9.96,0
131665,-2.39,-1.41,-9.92,0
131677,-2.39,-1.45,-9.96,0
131689,-2.47,-1.37,-10.0,0
131701,-2.43,-1.37,-9.96,0
131713,-2.43,-1.41,-9.96,0
131725,-2.39,-1.49,-9.96,0
131737,-2.39,-1.45,-10.0,0
131749,-2.43,-1.41,-9.96,0
131761,-2.43,-1.41,-9.96,0
131773,-2.39,-1.41,-9.92,0
131785,-2.39,-1.37,-9.96,0
131797,-2.39,-1.41,-9.96,0
131809,-2.43,-1.41,-10.0,0
131821,-2.43,-1.37,-9.96,0
131833,-2.43,-1.37,-9.92,0
131845,-2.39,-1.41,-9.96,0
131857,-2.47,-1.41,-9.96,0
131869,-2.43,-1.41,-9.96,0
131881,-2.39,-1.41,-9.92,0
131893,-2.39,-1.45,-9.92,0
131905,-2.43,-1.41,-9.96,0
131917,-2.47,-1.33,-9.92,0
131929,-2.43,-1.41,-9.96,0
131941,-2.35,-1.37,-9.96,0
131953,-2.43,-1.41,-9.96,0
131965,-2.47,-1.41,-9.96,0
131977,-2.47,-1.41,-9.96,0
131989,-2.39,-1.41,-9.96,0
132001,-2.39,-1.45,-9.92,0
132013,-2.35,-1.41,-9.96,0
132025,-2.43,-1.45,-9.96,0
132037,-2.43,-1.41,-9.96,0
132049,-2.43,-1.41,-9.92,0
132061,-2.39,-1.37,-9.96,0
132073,-2.47,-1.45,-9.92,0
132085,-2.43,-1.41,-9.92,0
132097,-2.39,-1.41,-9.96,0
132109,-2.43,-1.41,-9.96,0
132121,-2.43,-1.37,-10.0,0
132133,-2.43,-1.41,-9.96,0
132145,-2.39,-1.41,-10.0,0
132157,-2.35,-1.37,-9.96,0
132169,-2.43,-1.41,-10.0,0
132181,-2.47,-1.41,-9.92,0
132193,-2.43,-1.37,-9.96,0
132205,-2.35,-1.37,-9.96,0
132217,-2.35,-1.41,-9.96,0
132229,-2.43,-1.45,-10.0,0
132241,-2.47,-1.41,-9.92,0
132253,-2.39,-1.41,-9.96,0
132265,-2.43,-1.41,-9.92,0
132277,-2.39,-1.41,-9.96,0
132289,-2.43,-1.45,-9.92,0
132301,-2.47,-1.37,-9.96,0
132313,-2.39,-1.41,-9.96,0
132325,-2.43,-1.37,-9.96,0
132337,-2.43,-1.41,-9.96,0
132349,-2.43,-1.41,-9.92,0
132361,-2.43,-1.45,-9.96,0
132373,-2.39,-1.41,-9.96,0
132385,-2.43,-1.45,-9.96,0
132397,-2.39,-1.41,-9.92,0
132409,-2.43,-1.41,-9.92,0
132421,-2.35,-1.41,-9.89,0
132433,-2.39,-1.37,-9.96,0
132445,-2.43,-1.37,-9.96,0
132457,-2.43,-1.41,-9.96,0
132469,-2.35,-1.45,-9.96,0
132481,-2.39,-1.37,-9.96,0
132493,-2.43,-1.41,-9.92,0
132505,-2.39,-1.41,-9.92,0
132517,-2.43,-1.45,-9.96,0
132529,-2.43,-1.41,-9.96,0
132541,-2.39,-1.45,-9.96,0
132553,-2.35,-1.37,-9.96,0
132565,-2.43,-1.41,-10.0,0
132577,-2.39,-1.45,-9.96,0
132589,-2.39,-1.41,-10.0,0
132601,-2.43,-1.41,-9.96,0
132613,-2.43,-1.41,-9.96,0
132625,-2.39,-1.41,-10.0,0
132637,-2.47,-1.41,-9.92,0
132649,-2.43,-1.45,-9.96,0
132661,-2.43,-1.37,-9.96,0
132673,-2.39,-1.45,-9.96,0
132685,-2.43,-1.41,-9.92,0
132697,-2.47,-1.37,-9.96,0
132709,-2.43,-1.45,-9.96,0
132721,-2.35,-1.45,-9.96,0
132733,-2.43,-1.45,-9.96,0
132745,-2.43,-1.37,-9.96,0
132757,-2.39,-1.37,-10.0,0
132769,-2.39,-1.41,-9.96,0
132781,-2.43,-1.37,-9.96,0
132793,-2.39,-1.41,-10.0,0
132805,-2.43,-1.45,-9.96,0
132817,-2.47,-1.37,-9.96,0
132829,-2.39,-1.41,-9.96,0
132841,-2.43,-1.45,-9.96,0
132853,-2.43,-1.41,-9.96,0
132865,-2.43,-1.41,-9.92,0
132877,-2.39,-1.45,-9.96,0
132889,-2.39,-1.45,-9.96,0
132901,-2.43,-1.45,-9.96,0
132913,-2.39,-1.41,-10.0,0
132925,-2.43,-1.41,-9.92,0
132937,-2.43,-1.41,-9.89,0
132949,-2.39,-1.41,-9.96,0
132961,-2.43,-1.41,-9.96,0
132973,-2.47,-1.41,-9.96,0
132985,-2.43,-1.45,-9.96,0
132997,-2.43,-1.41,-9.96,0
133009,-2.39,-1.41,-9.96,0
133021,-2.43,-1.41,-9.96,0
133033,-2.39,-1.45,-9.96,0
133045,-2.43,-1.41,-9.92,0
133057,-2.43,-1.45,-9.96,0
133069,-2.43,-1.37,-9.96,0
133081,-2.43,-1.41,-10.0,0
133093,-2.39,-1.41,-9.92,0
133105,-2.43,-1.41,-9.92,0
133117,-2.39,-1.41,-9.92,0
133129,-2.43,-1.41,-9.96,0
133141,-2.43,-1.41,-9.89,0
133153,-2.43,-1.41,-9.96,0
133165,-2.39,-1.41,-9.92,0
133177,-2.43,-1.41,-9.92,0
133189,-2.39,-1.41,-9.96,0
133201,-2.43,-1.41,-9.96,0
133213,-2.43,-1.41,-9.96,0
133225,-2.43,-1.41,-9.89,0
133237,-2.47,-1.41,-9.92,0
133249,-2.39,-1.41,-9.96,0
133261,-2.39,-1.41,-9.96,0
133273,-2.47,-1.37,-9.96,0
133285,-2.39,-1.41,-9.96,0
133297,-2.43,-1.37,-9.96,0
133309,-2.43,-1.41,-9.96,0
133321,-2.47,-1.41,-9.92,0
133333,-2.43,-1.37,-9.96,0
133345,-2.47,-1.37,-9.96,0
133357,-2.43,-1.41,-9.96,0
133369,-2.43,-1.37,-9.96,0
133381,-2.43,-1.41,-9.89,0
133393,-2.39,-1.41,-9.96,0
133405,-2.35,-1.41,-9.92,0
133417,-2.43,-1.41,-9.89,0
133429,-2.39,-1.41,-9.96,0
133441,-2.47,-1.41,-9.89,0
133453,-2.39,-1.41,-9.92,0
133465,-2.43,-1.41,-9.92,0
133477,-2.43,-1.45,-9.96,0
133489,-2.35,-1.41,-9.96,0
133501,-2.43,-1.45,-9.96,0
133513,-2.47,-1.41,-9.96,0
133525,-2.43,-1.41,-9.96,0
133537,-2.43,-1.41,-10.0,0
133549,-2.43,-1.41,-9.96,0
133561,-2.43,-1.41,-9.96,0
133573,-2.43,-1.41,-9.92,0
133585,-2.43,-1.41,-9.96,0
133597,-2.39,-1.41,-9.92,0
133609,-2.43,-1.41,-9.92,0
133621,-2.39,-1.41,-9.96,0
133633,-2.43,-1.45,-9.92,0
133645,-2.39,-1.41,-9.92,0
133657,-2.39,-1.41,-9.96,0
133669,-2.39,-1.45,-9.96,0
133681,-2.39,-1.45,-9.92,0
133693,-2.39,-1.41,-10.0,0
133705,-2.43,-1.41,-9.96,0
133717,-2.43,-1.41,-10.0,0
133729,-2.39,-1.45,-9.92,0
133741,-2.43,-1.41,-9.92,0
133753,-2.35,-1.37,-9.92,0
133765,-2.39,-1.41,-9.96,0
133777,-2.39,-1.41,-9.96,0
133789,-2.43,-1.37,-9.96,0
133801,-2.39,-1.41,-9.96,0
133813,-2.39,-1.41,-9.89,0
133825,-2.35,-1.41,-9.96,0
133837,-2.43,-1.37,-9.96,0
133849,-2.43,-1.41,-9.92,0
133861,-2.39,-1.41,-9.92,0
133873,-2.39,-1.41,-9.96,0
133885,-2.39,-1.41,-9.92,0
133897,-2.43,-1.45,-9.96,0
133909,-2.43,-1.41,-9.96,0
133921,-2.43,-1.41,-9.96,0
133933,-2.43,-1.41,-9.92,0
133945,-2.39,-1.41,-9.96,0
133957,-2.43,-1.41,-9.96,0
133969,-2.43,-1.41,-9.96,0
133981,-2.43,-1.41,-10.0,0
133993,-2.39,-1.41,-9.96,0
134005,-2.43,-1.41,-9.96,0
134017,-2.43,-1.45,-9.96,0
134029,-2.39,-1.41,-9.96,0
134041,-2.43,-1.37,-9.96,0
134053,-2.47,-1.41,-9.96,0
134065,-2.43,-1.37,-9.92,0
134077,-2.43,-1.45,-9.92,0
134089,-2.47,-1.45,-9.92,0
134101,-2.39,-1.45,-9.96,0
134113,-2.43,-1.41,-9.96,0
134125,-2.43,-1.41,-9.96,0
134137,-2.43,-1.41,-9.96,0
134149,-2.39,-1.45,-9.92,0
134161,-2.43,-1.45,-9.96,0
134173,-2.39,-1.45,-9.92,0
134185,-2.39,-1.37,-9.96,0
134197,-2.43,-1.41,-9.96,0
134209,-2.43,-1.45,-9.92,0
134221,-2.39,-1.37,-9.92,0
134233,-2.39,-1.41,-9.92,0
134245,-2.43,-1.41,-9.96,0
134257,-2.43,-1.41,-9.96,0
134269,-2.39,-1.41,-9.92,0
134281,-2.43,-1.37,-9.92,0
134293,-2.39,-1.41,-9.92,0
134305,-2.43,-1.41,-9.92,0
134317,-2.43,-1.41,-9.96,0
134329,-2.39,-1.41,-9.96,0
134341,-2.43,-1.45,-9.92,0
134353,-2.39,-1.41,-9.96,0
134365,-2.43,-1.49,-9.96,0
134377,-2.47,-1.41,-9.96,0
134389,-2.43,-1.41,-9.92,0
134401,-2.39,-1.45,-10.0,0
134413,-2.43,-1.41,-10.0,0
134425,-2.39,-1.45,-9.92,0
134437,-2.43,-1.41,-9.96,0
134449,-2.39,-1.41,-9.92,0
134461,-2.39,-1.41,-10.0,0
134473,-2.43,-1.37,-9.96,0
134485,-2.39,-1.41,-9.92,0
134497,-2.39,-1.41,-9.96,0
134509,-2.39,-1.41,-10.0,0
134521,-2.43,-1.41,-10.0,0
134533,-2.35,-1.45,-10.0,0
134545,-2.43,-1.41,-9.96,0
134557,-2.47,-1.41,-9.96,0
134569,-2.39,-1.41,-9.92,0
134581,-2.43,-1.41,-9.96,0
134593,-2.43,-1.41,-9.92,0
134605,-2.39,-1.41,-9.92,0
134617,-2.43,-1.37,-9.96,0
134629,-2.39,-1.41,-10.0,0
134641,-2.43,-1.41,-9.96,0
134653,-2.39,-1.41,-9.92,0
134665,-2.43,-1.41,-9.92,0
134677,-2.39,-1.41,-9.92,0
134689,-2.43,-1.41,-9.96,0
134701,-2.39,-1.41,-9.96,0
134713,-2.39,-1.45,-10.0,0
134725,-2.43,-1.45,-9.96,0
134737,-2.43,-1.37,-9.96,0
134749,-2.39,-1.41,-9.96,0
134761,-2.39,-1.49,-9.92,0
134773,-2.39,-1.45,-9.96,0
134785,-2.43,-1.41,-9.92,0
134797,-2.43,-1.45,-9.96,0
134809,-2.39,-1.45,-9.96,0
134821,-2.43,-1.41,-9.96,0
134833,-2.43,-1.41,-9.96,0
134845,-2.39,-1.45,-9.96,0
134857,-2.47,-1.41,-9.92,0
134869,-2.43,-1.33,-9.92,0
134881,-2.43,-1.41,-9.92,0
134893,-2.43,-1.37,-9.92,0
134905,-2.39,-1.37,-10.0,0
134917,-2.43,-1.41,-9.96,0
134929,-2.35,-1.41,-9.96,0
134941,-2.43,-1.41,-9.92,0
134953,-2.39,-1.37,-9.92,0
134965,-2.39,-1.41,-9.92,0
134977,-2.39,-1.41,-9.96,0
134989,-2.43,-1.41,-9.96,0
135001,-2.35,-1.45,-10.0,0
135013,-2.35,-1.45,-9.89,0
135025,-2.47,-1.41,-9.92,0
135037,-2.47,-1.41,-10.0,0
135049,-2.39,-1.45,-9.92,0
135061,-2.43,-1.41,-9.96,0
135073,-2.43,-1.41,-9.96,0
135085,-2.39,-1.45,-9.96,0
135097,-2.39,-1.41,-9.96,0
135109,-2.39,-1.37,-9.92,0
135121,-2.39,-1.37,-9.96,0
135133,-2.43,-1.45,-10.0,0
135145,-2.39,-1.41,-9.96,0
135157,-2.43,-1.37,-10.0,0
135169,-2.39,-1.45,-9.96,0
135181,-2.43,-1.45,-9.96,0
135193,-2.39,-1.37,-9.96,0
135205,-2.43,-1.41,-10.0,0
135217,-2.43,-1.41,-9.96,0
135229,-2.43,-1.45,-9.96,0
135241,-2.43,-1.41,-9.92,0
135253,-2.43,-1.41,-9.96,0
135265,-2.47,-1.37,-9.96,0
135277,-2.47,-1.41,-9.96,0
135289,-2.43,-1.41,-10.0,0
135301,-2.39,-1.45,-10.0,0
135313,-2.43,-1.37,-9.96,0
135325,-2.47,-1.41,-9.96,0
135337,-2.39,-1.41,-9.92,0
135349,-2.43,-1.41,-9.96,0
135361,-2.39,-1.41,-9.96,0
135373,-2.39,-1.45,-9.96,0
135385,-2.39,-1.37,-9.96,0
135397,-2.43,-1.41,-9.96,0
135409,-2.43,-1.41,-9.92,0
135421,-2.35,-1.41,-9.96,0
135433,-2.39,-1.37,-9.96,0
135445,-2.43,-1.41,-9.96,0
135457,-2.43,-1.41,-9.96,0
135469,-2.39,-1.45,-9.96,0
135481,-2.43,-1.41,-9.96,0
135493,-2.43,-1.45,-9.96,0
135505,-2.43,-1.45,-9.92,0
135517,-2.35,-1.45,-9.96,0
135529,-2.39,-1.45,-9.96,0
135541,-2.43,-1.41,-10.0,0
135553,-2.43,-1.41,-9.96,0
135565,-2.43,-1.41,-9.96,0
135577,-2.43,-1.41,-9.96,0
135589,-2.43,-1.41,-9.96,0
135601,-2.43,-1.37,-9.96,0
135613,-2.43,-1.41,-9.96,0
135625,-2.39,-1.49,-9.96,0
135637,-2.39,-1.45,-9.96,0
135649,-2.39,-1.45,-10.0,0
135661,-2.43,-1.41,-9.92,0
135673,-2.47,-1.41,-10.0,0
135685,-2.39,-1.41,-9.96,0
135697,-2.47,-1.45,-9.96,0
135709,-2.43,-1.37,-10.04,0
135721,-2.39,-1.37,-9.96,0
135733,-2.39,-1.41,-9.96,0
135745,-2.43,-1.41,-10.0,0
135757,-2.39,-1.41,-9.96,0
135769,-2.47,-1.37,-9.96,0
135781,-2.43,-1.37,-9.96,0
135793,-2.43,-1.41,-9.96,0
135805,-2.39,-1.41,-9.96,0
135817,-2.39,-1.41,-9.96,0
135829,-2.43,-1.45,-9.96,0
135841,-2.43,-1.45,-9.96,0
135853,-2.43,-1.45,-9.92,0
135865,-2.43,-1.37,-9.96,0
135877,-2.43,-1.41,-9.92,0
135889,-2.39,-1.41,-9.96,0
135901,-2.39,-1.41,-9.96,0
135913,-2.39,-1.37,-9.92,0
135925,-2.43,-1.41,-9.96,0
135937,-2.43,-1.41,-9.96,0
135949,-2.35,-1.41,-9.96,0
135961,-2.43,-1.41,-9.96,0
135973,-2.43,-1.41,-9.96,0
135985,-2.43,-1.37,-9.92,0
135997,-2.43,-1.41,-9.96,0
136009,-2.39,-1.37,-9.96,0
136021,-2.43,-1.41,-9.92,0
136033,-2.39,-1.41,-9.96,0
136045,-2.43,-1.41,-9.96,0
136057,-2.43,-1.41,-9.96,0
136069,-2.43,-1.37,-9.92,0
136081,-2.43,-1.37,-9.96,0
136093,-2.39,-1.41,-9.92,0
136105,-2.43,-1.37,-9.96,0
136117,-2.43,-1.41,-9.96,0
136129,-2.39,-1.37,-9.92,0
136141,-2.43,-1.37,-9.92,0
136153,-2.43,-1.41,-9.96,0
136165,-2.35,-1.45,-9.92,0
136177,-2.43,-1.41,-9.96,0
136189,-2.47,-1.41,-9.92,0
136201,-2.43,-1.41,-9.92,0
136213,-2.35,-1.41,-9.96,0
136225,-2.43,-1.41,-9.96,0
136237,-2.43,-1.41,-9.92,0
136249,-2.39,-1.41,-9.92,0
136261,-2.35,-1.41,-9.96,0
136273,-2.43,-1.37,-9.96,0
136285,-2.43,-1.37,-9.92,0
136297,-2.43,-1.41,-9.92,0
136309,-2.39,-1.33,-10.0,0
136321,-2.39,-1.45,-9.96,0
136333,-2.43,-1.41,-10.0,0
136345,-2.39,-1.45,-10.0,0
136357,-2.43,-1.41,-10.0,0
136369,-2.43,-1.41,-9.96,0
136381,-2.43,-1.37,-9.96,0
136393,-2.43,-1.41,-9.96,0
136405,-2.43,-1.41,-9.92,0
136417,-2.47,-1.41,-9.92,0
136429,-2.43,-1.41,-9.96,0
136441,-2.43,-1.45,-9.92,0
136453,-2.39,-1.41,-9.96,0
136465,-2.47,-1.45,-9.96,0
136477,-2.43,-1.45,-9.92,0
136489,-2.43,-1.41,-9.96,0
136501,-2.39,-1.45,-9.96,0
136513,-2.47,-1.33,-9.96,0
136525,-2.39,-1.37,-9.96,0
136537,-2.43,-1.37,-9.96,0
136549,-2.43,-1.41,-9.92,0
136561,-2.43,-1.41,-9.92,0
136573,-2.39,-1.41,-9.96,0
136585,-2.39,-1.41,-9.96,0
136597,-2.43,-1.45,-9.96,0
136609,-2.43,-1.41,-10.0,0
136621,-2.43,-1.41,-9.96,0
136633,-2.39,-1.41,-10.0,0
136645,-2.43,-1.41,-9.96,0
136657,-2.43,-1.37,-9.96,0
136669,-2.43,-1.37,-9.96,0
136681,-2.39,-1.41,-9.96,0
136693,-2.35,-1.41,-10.0,0
136705,-2.43,-1.41,-9.96,0
136717,-2.43,-1.45,-9.92,0
136729,-2.43,-1.37,-9.96,0
136741,-2.39,-1.41,-9.96,0
136753,-2.39,-1.41,-9.96,0
136765,-2.39,-1.41,-9.96,0
136777,-2.43,-1.37,-9.89,0
136789,-2.39,-1.41,-9.92,0
136801,-2.39,-1.33,-9.92,0
136813,-2.43,-1.41,-9.96,0
136825,-2.43,-1.41,-9.96,0
136837,-2.43,-1.45,-9.96,0
136849,-2.39,-1.37,-9.89,0
136861,-2.39,-1.37,-10.0,0
136873,-2.43,-1.45,-9.92,0
136885,-2.39,-1.41,-9.96,0
136897,-2.35,-1.41,-9.96,0
136909,-2.47,-1.41,-9.96,0
136921,-2.47,-1.41,-9.96,0
136933,-2.39,-1.41,-9.96,0
136945,-2.35,-1.41,-9.92,0
136957,-2.43,-1.41,-9.92,0
136969,-2.47,-1.37,-9.92,0
136981,-2.35,-1.41,-10.0,0
136993,-2.39,-1.41,-10.0,0
137005,-2.43,-1.41,-10.0,0
137017,-2.43,-1.45,-10.0,0
137029,-2.39,-1.41,-9.96,0
137041,-2.43,-1.41,-9.96,0
137053,-2.43,-1.41,-9.96,0
137065,-2.43,-1.37,-9.92,0
137077,-2.35,-1.41,-9.92,0
137089,-2.43,-1.45,-9.96,0
137101,-2.39,-1.45,-10.0,0
137113,-2.43,-1.45,-9.96,0
137125,-2.43,-1.41,-9.96,0
137137,-2.47,-1.45,-9.92,0
137149,-2.43,-1.41,-9.96,0
137161,-2.39,-1.37,-9.92,0
137173,-2.43,-1.49,-9.96,0
137185,-2.43,-1.41,-9.92,0
137197,-2.35,-1.41,-9.96,0
137209,-2.43,-1.41,-9.96,0
137221,-2.43,-1.41,-9.96,0
137233,-2.47,-1.41,-9.96,0
137245,-2.43,-1.45,-9.92,0
137257,-2.43,-1.41,-9.92,0
137269,-2.43,-1.41,-10.0,0
137281,-2.39,-1.41,-9.96,0
137293,-2.43,-1.41,-9.92,0
137305,-2.39,-1.37,-10.0,0
137317,-2.43,-1.41,-9.96,0
137329,-2.43,-1.45,-9.92,0
137341,-2.39,-1.41,-9.96,0
137353,-2.39,-1.37,-9.96,0
137365,-2.35,-1.41,-10.0,0
137377,-2.43,-1.41,-9.96,0
137389,-2.43,-1.49,-10.0,0
137401,-2.43,-1.41,-9.92,0
137413,-2.35,-1.41,-9.96,0
137425,-2.39,-1.37,-9.92,0
137437,-2.43,-1.41,-9.96,0
137449,-2.43,-1.45,-9.92,0
137461,-2.43,-1.41,-9.96,0
137473,-2.35,-1.45,-9.96,0
137485,-2.43,-1.37,-9.96,0
137497,-2.39,-1.41,-9.89,0
137509,-2.39,-1.37,-9.96,0
137521,-2.43,-1.37,-9.92,0
137533,-2.43,-1.37,-9.96,0
137545,-2.43,-1.37,-9.89,0
137557,-2.43,-1.41,-9.92,0
137569,-2.47,-1.41,-9.92,0
137581,-2.39,-1.41,-9.96,0
137593,-2.39,-1.41,-9.96,0
137605,-2.39,-1.41,-9.96,0
137617,-2.43,-1.41,-9.96,0
137629,-2.47,-1.45,-9.89,0
137641,-2.35,-1.37,-9.92,0
137653,-2.39,-1.41,-9.96,0
137665,-2.43,-1.41,-9.96,0
137677,-2.47,-1.45,-9.96,0
137689,-2.43,-1.41,-9.96,0
137701,-2.35,-1.37,-9.96,0
137713,-2.43,-1.41,-9.92,0
137725,-2.39,-1.41,-9.96,0
137737,-2.43,-1.41,-9.92,0
137749,-2.39,-1.41,-9.96,0
137761,-2.43,-1.45,-9.96,0
137773,-2.47,-1.45,-9.89,0
137785,-2.39,-1.41,-9.96,0
137797,-2.35,-1.41,-9.96,0
137809,-2.47,-1.41,-9.96,0
137821,-2.39,-1.41,-9.92,0
137833,-2.39,-1.37,-9.92,0
137845,-2.35,-1.41,-9.92,0
137857,-2.43,-1.41,-9.92,0
137869,-2.43,-1.41,-9.92,0
137881,-2.43,-1.37,-9.92,0
137893,-2.43,-1.41,-9.96,0
137905,-2.43,-1.41,-9.92,0
137917,-2.39,-1.41,-9.92,0
137929,-2.39,-1.37,-9.96,0
137941,-2.43,-1.37,-9.96,0
137953,-2.43,-1.41,-9.96,0
137965,-2.43,-1.45,-9.96,0
137977,-2.43,-1.45,-9.92,0
137989,-2.43,-1.41,-10.0,0
138001,-2.35,-1.45,-9.92,0
138013,-2.39,-1.41,-9.92,0
138025,-2.39,-1.37,-9.96,0
138037,-2.43,-1.41,-9.92,0
138049,-2.47,-1.41,-10.0,0
138061,-2.43,-1.41,-9.96,0
138073,-2.39,-1.37,-9.92,0
138085,-2.43,-1.41,-9.96,0
138097,-2.43,-1.45,-10.0,0
138109,-2.47,-1.37,-9.92,0
138121,-2.47,-1.37,-9.96,0
138133,-2.35,-1.41,-9.96,0
138145,-2.35,-1.41,-9.96,0
138157,-2.47,-1.41,-9.92,0
138169,-2.43,-1.37,-9.96,0
138181,-2.43,-1.41,-9.92,0
138193,-2.39,-1.37,-9.92,0
138205,-2.39,-1.41,-10.0,0
138217,-2.39,-1.41,-9.96,0
138229,-2.47,-1.41,-9.96,0
138241,-2.47,-1.41,-9.96,0
138253,-2.39,-1.41,-9.96,0
138265,-2.43,-1.45,-9.96,0
138277,-2.43,-1.45,-9.96,0
138289,-2.43,-1.41,-9.96,0
138301,-2.43,-1.37,-9.96,0
138313,-2.43,-1.41,-9.96,0
138325,-2.47,-1.41,-9.92,0
138337,-2.39,-1.41,-9.96,0
138349,-2.43,-1.37,-9.92,0
